@relation Verification
@attribute V1 numeric 
@attribute V2 numeric 
@attribute V3 numeric 
@attribute V4 numeric 
@attribute V5 numeric 
@attribute V6 numeric 
@attribute V7 numeric 
@attribute V8 numeric 
@attribute V9 numeric 
@attribute V10 numeric 
@attribute V11 numeric 
@attribute V12 numeric 
@attribute V13 numeric 
@data 
 3.2000 1.9100 0.9300 0.4600 0.0600 1273.0000 11295.0000 32.0000 -75.0000 50.6000 -5.8000 0.8680 18624.0000
 3.1000 1.8700 0.9600 0.5000 0.0400 1280.0000 11018.0000 28.0000 -74.6000 51.4000 -6.3000 0.8590 17687.0000
 3.2000 1.8200 0.9500 0.5000 0.0200 1280.0000 11590.0000 27.0000 -75.3000 58.3000 -7.0000 0.9550 17635.0000
 2.9000 1.8300 0.9500 0.4900 0.0100 1281.0000 11384.0000 25.0000 -75.6000 54.1000 -6.4000 0.8780 18623.0000
 2.6000 1.9300 0.9800 0.4900 0.0400 1270.0000 11513.0000 24.0000 -75.6000 55.2000 -6.2000 0.9910 20156.0000
 2.8000 1.9100 0.9700 0.4900 0.0200 1286.0000 10875.0000 21.0000 -75.4000 55.0000 -6.4000 1.0620 20164.0000
 3.1000 1.9700 0.9700 0.4800 0.0400 1293.0000 11804.0000 25.0000 -76.4000 59.8000 -7.0000 0.8730 19840.0000
 2.9000 1.9100 0.9600 0.4800 0.0300 1283.0000 11388.0000 26.0000 -76.4000 56.1000 -6.3000 0.9560 20230.0000
 2.9000 1.9400 0.9600 0.4700 0.0300 1273.0000 12242.0000 30.0000 -75.4000 55.3000 -6.3000 0.8740 19044.0000
 2.8000 1.8800 0.9900 0.5200 0.0100 1288.0000 11312.0000 30.0000 -75.1000 51.2000 -6.1000 0.9180 17427.0000
 2.8000 1.8600 0.9800 0.5100 0.0800 1266.0000 10858.0000 36.0000 -74.8000 47.3000 -5.3000 1.0080 17747.0000
 3.0000 1.8700 0.9700 0.5100 0.0100 1293.0000 11170.0000 31.0000 -74.8000 50.1000 -5.6000 0.9290 18901.0000
 3.0000 1.9000 0.9400 0.4700 0.0100 1292.0000 11673.0000 33.0000 -75.2000 49.7000 -5.2000 0.9570 16640.0000
 3.1000 1.9600 0.9600 0.4800 0.0700 1280.0000 11647.0000 45.0000 -75.6000 48.2000 -5.1000 0.8300 17388.0000
