@relation Verification
@attribute V1 numeric 
@attribute V2 numeric 
@attribute V3 numeric 
@attribute V4 numeric 
@attribute V5 numeric 
@attribute V6 numeric 
@attribute V7 numeric 
@attribute V8 numeric 
@attribute V9 numeric 
@attribute V10 numeric 
@attribute V11 numeric 
@attribute V12 numeric 
@attribute V13 numeric 
@data 
 2.8000 2.1500 1.0000 0.4400 0.0500 1297.0000 11689.0000 36.0000 -74.3000 46.8000 -7.3000 0.9700 18092.0000
 2.9000 2.1000 0.9800 0.4400 0.0200 1307.0000 11142.0000 40.0000 -73.6000 41.8000 -7.2000 0.9950 17145.0000
 2.8000 2.0500 0.9800 0.4600 0.0200 1271.0000 10834.0000 41.0000 -74.5000 42.1000 -6.3000 0.9400 16066.0000
 3.0000 2.0600 0.9500 0.4300 0.0400 1292.0000 10345.0000 37.0000 -73.8000 44.5000 -7.2000 0.9100 16188.0000
 3.0000 1.9700 0.9400 0.4500 0.0600 1287.0000 10286.0000 28.0000 -73.5000 49.3000 -9.0000 0.9910 16479.0000
 3.1000 1.9700 0.9400 0.4500 0.0600 1282.0000 10806.0000 30.0000 -74.5000 47.5000 -7.2000 0.9050 16642.0000
 3.0000 1.9700 0.9200 0.4300 0.0600 1286.0000 10268.0000 29.0000 -74.3000 49.3000 -7.4000 0.8540 17153.0000
 3.2000 2.0600 0.9800 0.4700 0.0300 1274.0000 10904.0000 29.0000 -74.4000 49.3000 -7.5000 0.8760 15201.0000
 3.0000 2.1100 0.9600 0.4300 0.0500 1306.0000 10282.0000 27.0000 -74.0000 48.5000 -8.2000 0.9580 17112.0000
 2.7000 2.0700 0.9400 0.4200 0.0500 1268.0000 10620.0000 35.0000 -74.2000 40.6000 -5.5000 0.8880 17577.0000
 3.1000 2.1200 0.9600 0.4200 0.0100 1284.0000 10539.0000 30.0000 -73.6000 46.5000 -6.9000 0.9180 17287.0000
 3.2000 2.1500 0.9500 0.4100 0.0200 1283.0000 10797.0000 30.0000 -74.0000 43.5000 -6.5000 0.8430 17292.0000
 2.9000 2.0100 0.9500 0.4400 0.0400 1272.0000 10846.0000 31.0000 -74.2000 45.7000 -6.8000 0.8240 18302.0000
 2.9000 2.0400 0.9800 0.4500 0.0200 1281.0000 10533.0000 30.0000 -73.9000 41.9000 -6.5000 0.8620 16662.0000
 3.2000 2.0000 0.9700 0.4800 0.0100 1272.0000 11206.0000 34.0000 -74.2000 41.7000 -6.1000 0.8790 18527.0000
 3.1000 1.9300 0.9400 0.4700 0.0000 1268.0000 10523.0000 33.0000 -74.3000 40.4000 -5.6000 0.8860 16606.0000
 3.3000 1.8800 0.9600 0.5000 0.0700 1281.0000 10232.0000 36.0000 -74.0000 41.1000 -5.9000 1.0000 18030.0000
 3.2000 1.8900 0.9200 0.4500 0.0100 1296.0000 10651.0000 31.0000 -74.2000 45.3000 -6.9000 0.8830 17781.0000
 3.0000 1.8700 0.9400 0.4600 0.0200 1300.0000 10508.0000 26.0000 -74.0000 47.1000 -7.7000 1.0200 17537.0000
 3.0000 1.9300 0.9400 0.4600 0.0500 1284.0000 11003.0000 29.0000 -74.9000 46.1000 -6.5000 0.8300 16935.0000
 3.1000 2.0100 0.9400 0.4300 0.0800 1270.0000 11117.0000 39.0000 -75.0000 43.8000 -5.7000 0.9080 18218.0000
 3.1000 1.9300 0.9400 0.4600 0.0100 1292.0000 10479.0000 35.0000 -74.0000 43.9000 -6.8000 0.9480 18181.0000
