1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
5.658571,71.304286,84.559048,0.89,0.83381,0.267143,0.230476,77.441905,49.23619,1.037143,0.090476,0.338095,2.457143,23.238095,2839.571429,1.019551
5.714762,71.78619,84.539524,0.874762,0.831905,0.27,0.230952,77.441429,49.33619,1.022381,0.092381,0.347619,2.457143,23.190476,3003.714286,1.019636
5.807619,71.277619,84.469524,0.857143,0.811905,0.261429,0.226667,77.335238,50.555714,1.021905,0.095238,0.366667,2.414286,21.714286,3217.47619,1.018874
5.882857,70.940476,84.462857,0.841429,0.79619,0.250476,0.220476,77.220476,51.820952,1.003333,0.097143,0.352381,2.419048,17.619048,3455.952381,1.018812
5.935238,71.961429,84.525714,0.83381,0.792857,0.244762,0.215714,77.246667,53.116667,0.979048,0.095714,0.338095,2.719048,16.142857,2945.952381,1.018321
5.944286,71.475238,84.542857,0.831905,0.796667,0.244762,0.215714,77.360952,52.660476,0.960476,0.095238,0.338095,2.77619,15.190476,2907.619048,1.01748
5.881905,67.266667,84.545714,0.852857,0.817143,0.249048,0.219048,77.408571,49.937143,0.966667,0.09,0.357143,2.714286,16.571429,2711.666667,1.017503
5.902727,66.525455,84.532727,0.851818,0.824545,0.251818,0.22,77.424545,49.174545,0.965455,0.087273,0.345455,2.545455,15.545455,3014.636364,1.017474
5.793529,72.255882,84.372353,0.878824,0.800588,0.245882,0.214118,77.045294,51.078235,0.958824,0.104706,0.376471,2.452941,19.352941,1153.235294,1.026846
5.770952,74.84619,84.31,0.902857,0.819048,0.249524,0.218571,76.96,47.079524,0.985238,0.10381,0.314286,2.542857,19.190476,1730,1.028259
5.570476,79.295238,84.264762,1,0.857143,0.255238,0.228571,77.237143,47.180952,1.109524,0.09619,0.319048,2.7,17.714286,3095.571429,1.028158
5.613333,82.55381,84.389524,0.961429,0.840476,0.25,0.224286,77.23381,49.27,1.05381,0.095714,0.352381,2.7,15.047619,2391.952381,1.024724
5.694286,61.813333,84.324762,0.944286,0.831429,0.242857,0.223333,77.007619,50.160952,1.089048,0.092381,0.328571,2.614286,13.142857,2399.095238,1.020644
5.648095,64.179048,84.458571,0.921905,0.821429,0.245714,0.222381,77.009048,50.037143,1.065238,0.091429,0.309524,2.438095,18,3148.142857,1.019803
5.71381,71.788095,84.531429,0.875714,0.831429,0.270476,0.230952,77.455714,49.325714,1.024762,0.092857,0.347619,2.395238,22.571429,3067.190476,1.01962
5.830476,71.336667,84.456667,0.852381,0.808571,0.26,0.225238,77.327143,50.802381,1.016667,0.095714,0.357143,2.333333,20.904762,3371.714286,1.018844
5.93619,70.879048,84.542857,0.834286,0.798571,0.244286,0.215714,77.380476,52.652381,0.960952,0.094762,0.333333,2.728571,15.047619,2955.52381,1.017449
5.876316,66.331053,84.542105,0.854737,0.818947,0.250526,0.219474,77.434737,49.268947,0.964737,0.089474,0.363158,2.742105,16.631579,2558.157895,1.017192
5.796667,75.914444,84.413333,0.877778,0.812222,0.251111,0.215556,77.272222,53.608889,0.932222,0.106667,0.4,2.488889,18.555556,699.777778,1.026751
5.751905,73.465238,84.391429,0.881429,0.802857,0.247619,0.215238,77.059524,49.910952,0.958571,0.104286,0.347619,2.5,19,1195.666667,1.026948
5.760952,74.911429,84.321429,0.908095,0.820952,0.249524,0.218571,76.961905,46.67,0.991429,0.10381,0.309524,2.57619,19.380952,1919.428571,1.028719
5.673333,76.204286,84.262381,0.951905,0.84381,0.255238,0.224286,77.08381,44.952381,1.043333,0.102381,0.304762,2.719048,19.238095,2650.571429,1.029488
5.589524,78.861905,84.282857,0.995238,0.859048,0.258095,0.228571,77.123333,46.144286,1.097143,0.099048,0.3,2.7,18.142857,2965.571429,1.029112
5.542857,81.559048,84.32381,0.996667,0.853333,0.255238,0.227619,77.229524,47.657619,1.101905,0.09619,0.32381,2.695238,16.571429,3089.857143,1.027409
5.629524,81.945714,84.405714,0.956667,0.838571,0.249048,0.223333,77.21,49.497143,1.050476,0.095238,0.352381,2.7,15.095238,2271.047619,1.023885
5.699524,76.39381,84.328095,0.943333,0.835238,0.244286,0.222381,77.160952,50.10381,1.049524,0.094762,0.37619,2.761905,12.666667,1834.904762,1.022765
5.734286,66.847143,84.297619,0.933333,0.831429,0.243333,0.222857,77.050476,50.104286,1.059048,0.095238,0.338095,2.757143,12.666667,1982.666667,1.021415
5.677619,61.099048,84.32619,0.947143,0.830952,0.242857,0.223333,76.974762,50.177619,1.099524,0.091429,0.319048,2.514286,14,2804.333333,1.020702
5.661429,64.330476,84.448095,0.919048,0.821905,0.246667,0.222381,77.044762,49.985238,1.063333,0.091429,0.314286,2.347619,18.52381,3161.190476,1.01974
5.658571,66.809048,84.533333,0.911429,0.827143,0.255714,0.225714,77.190476,49.716667,1.06381,0.090476,0.32381,2.395238,20,2864.952381,1.019737
5.67,71.652381,84.559048,0.885238,0.834286,0.268095,0.230952,77.442857,49.291905,1.030476,0.090952,0.338095,2.447619,23.47619,2911.809524,1.019395
5.724286,71.10619,84.50381,0.878095,0.830476,0.269048,0.231429,77.447143,49.198571,1.03381,0.093333,0.352381,2.3,22.047619,3086.52381,1.019515
5.852381,71.314286,84.468571,0.847619,0.804762,0.258095,0.224286,77.319048,51.037619,1.011429,0.09619,0.361905,2.333333,20.47619,3532.333333,1.018778
5.918095,72.070952,84.474286,0.836667,0.789048,0.24619,0.217619,77.154286,53.15381,1.002857,0.097619,0.338095,2.438095,16.52381,3318.52381,1.018803
5.932857,71.954762,84.517143,0.832857,0.793333,0.244762,0.215714,77.277619,53.04381,0.97381,0.095714,0.338095,2.738095,16.142857,2804.47619,1.018223
5.915238,69.710952,84.54,0.840952,0.803333,0.244286,0.216667,77.374762,52.101429,0.966667,0.09381,0.338095,2.695238,15.238095,2985.666667,1.017619
5.855294,65.767647,84.547647,0.859412,0.818235,0.249412,0.219412,77.412353,49.080588,0.972353,0.088824,0.364706,2.764706,17,2492.647059,1.016923
5.862,68.296,84.542,0.856,0.832,0.258,0.222,77.302,48.106,0.98,0.084,0.3,2.44,17.4,3230.8,1.018028
5.751905,74.185714,84.385238,0.883333,0.804762,0.247619,0.215714,77.008095,49.85619,0.959524,0.104286,0.338095,2.542857,17.666667,1026,1.026764
5.689048,75.971905,84.280476,0.942857,0.839048,0.254286,0.222857,77.07,44.881905,1.033333,0.102381,0.3,2.690476,19.904762,2514.095238,1.02954
5.535714,82.236667,84.355714,0.993333,0.851905,0.254762,0.227143,77.23,47.830952,1.094286,0.095714,0.32381,2.657143,15.904762,3124.761905,1.027145
5.69381,77.298095,84.319048,0.945238,0.835714,0.245238,0.222381,77.189048,50.07,1.050952,0.094762,0.37619,2.690476,13.047619,1996.619048,1.022841
5.664286,61.185714,84.348095,0.945714,0.828571,0.242857,0.223333,76.947143,50.135238,1.1,0.091429,0.319048,2.466667,14.238095,3024.714286,1.020461
5.660476,66.101905,84.533333,0.913333,0.825714,0.25381,0.225238,77.166667,49.694762,1.06381,0.090476,0.328571,2.395238,19.761905,3045.333333,1.019883
5.724762,70.85,84.501429,0.879048,0.829524,0.268095,0.231429,77.435714,49.182857,1.038571,0.093333,0.352381,2.338095,22.285714,3168.714286,1.019169
5.902381,72.311429,84.489524,0.838571,0.791429,0.249048,0.218571,77.205714,52.876667,1.005238,0.097619,0.338095,2.47619,16.952381,3371.761905,1.018525
5.906667,69.174762,84.544762,0.84381,0.805714,0.244762,0.217143,77.378571,51.732857,0.966667,0.093333,0.347619,2.766667,15.47619,2794.666667,1.017475
5.88,67.357143,84.555714,0.855714,0.831429,0.257143,0.221429,77.364286,48.254286,0.972857,0.085714,0.314286,2.585714,16.428571,2683.857143,1.017671
5.740952,74.886667,84.408095,0.886667,0.807143,0.248095,0.21619,77.009048,49.410476,0.959524,0.104286,0.333333,2.547619,17.428571,1236.809524,1.026626
5.66,76.414286,84.269048,0.959048,0.847143,0.255714,0.225238,77.07381,45.00381,1.050952,0.102381,0.304762,2.814286,18,2726.380952,1.029575
5.531905,83.18,84.364762,0.989524,0.850476,0.254286,0.227143,77.228095,48.068095,1.089524,0.095238,0.328571,2.638095,15.571429,2988.857143,1.026519
5.704286,74.970952,84.324286,0.940952,0.834762,0.24381,0.222381,77.137619,50.069524,1.049048,0.094762,0.37619,2.814286,12.285714,1883.095238,1.022581
5.649524,61.371429,84.365714,0.944286,0.827143,0.242857,0.22381,76.940952,50.146667,1.100952,0.091429,0.319048,2.452381,14.857143,3135,1.020841
5.65619,67.703333,84.539048,0.909524,0.828571,0.258095,0.226667,77.23619,49.65381,1.062381,0.09,0.328571,2.4,20.47619,2833,1.019615
5.727143,70.446667,84.497619,0.878095,0.827619,0.266667,0.230952,77.400952,49.242857,1.040476,0.093333,0.352381,2.352381,22.095238,3211.238095,1.019581
5.921429,72.39619,84.480476,0.835714,0.789048,0.24619,0.217143,77.184286,53.044286,0.998571,0.097143,0.338095,2.442857,16.047619,3255.142857,1.018865
5.897143,68.686667,84.532381,0.847143,0.808095,0.244762,0.217143,77.38381,51.466667,0.968095,0.092381,0.342857,2.8,15.47619,2569.714286,1.017495
5.88,69.1,84.56,0.853333,0.836667,0.263333,0.223333,77.226667,47.723333,0.976667,0.083333,0.3,2.166667,18.333333,4065.666667,1.018371
5.64381,76.715714,84.271905,0.965714,0.849524,0.25619,0.22619,77.057619,44.948095,1.057619,0.101905,0.295238,2.809524,18.333333,2729.761905,1.029465
5.701905,74.129048,84.315238,0.939524,0.83381,0.24381,0.222381,77.099524,50.06,1.049048,0.094762,0.361905,2.866667,12.428571,1858.904762,1.022008
5.657143,68.699048,84.537619,0.905714,0.829524,0.26,0.227619,77.271429,49.710952,1.058571,0.09,0.328571,2.419048,22,2761.333333,1.019286
5.93619,72.413333,84.469048,0.834286,0.790952,0.24619,0.217143,77.229048,53.179048,0.99381,0.097143,0.338095,2.490476,15.333333,3306.714286,1.018511
5.88,70.14,84.46,0.86,0.84,0.27,0.23,77.09,47.02,0.99,0.08,0.2,1.9,21,4243,1.02135
5.796667,75.914444,84.413333,0.877778,0.812222,0.251111,0.215556,77.272222,53.608889,0.932222,0.106667,0.4,2.488889,18.555556,699.777778,1.026751
5.751905,73.465238,84.391429,0.881429,0.802857,0.247619,0.215238,77.059524,49.910952,0.958571,0.104286,0.347619,2.5,19,1195.666667,1.026948
5.760952,74.911429,84.321429,0.908095,0.820952,0.249524,0.218571,76.961905,46.67,0.991429,0.10381,0.309524,2.57619,19.380952,1919.428571,1.028719
5.673333,76.204286,84.262381,0.951905,0.84381,0.255238,0.224286,77.08381,44.952381,1.043333,0.102381,0.304762,2.719048,19.238095,2650.571429,1.029488
5.589524,78.861905,84.282857,0.995238,0.859048,0.258095,0.228571,77.123333,46.144286,1.097143,0.099048,0.3,2.7,18.142857,2965.571429,1.029112
5.542857,81.559048,84.32381,0.996667,0.853333,0.255238,0.227619,77.229524,47.657619,1.101905,0.09619,0.32381,2.695238,16.571429,3089.857143,1.027409
5.629524,81.945714,84.405714,0.956667,0.838571,0.249048,0.223333,77.21,49.497143,1.050476,0.095238,0.352381,2.7,15.095238,2271.047619,1.023885
5.699524,76.39381,84.328095,0.943333,0.835238,0.244286,0.222381,77.160952,50.10381,1.049524,0.094762,0.37619,2.761905,12.666667,1834.904762,1.022765
5.734286,66.847143,84.297619,0.933333,0.831429,0.243333,0.222857,77.050476,50.104286,1.059048,0.095238,0.338095,2.757143,12.666667,1982.666667,1.021415
5.677619,61.099048,84.32619,0.947143,0.830952,0.242857,0.223333,76.974762,50.177619,1.099524,0.091429,0.319048,2.514286,14,2804.333333,1.020702
5.661429,64.330476,84.448095,0.919048,0.821905,0.246667,0.222381,77.044762,49.985238,1.063333,0.091429,0.314286,2.347619,18.52381,3161.190476,1.01974
5.658571,66.809048,84.533333,0.911429,0.827143,0.255714,0.225714,77.190476,49.716667,1.06381,0.090476,0.32381,2.395238,20,2864.952381,1.019737
5.67,71.652381,84.559048,0.885238,0.834286,0.268095,0.230952,77.442857,49.291905,1.030476,0.090952,0.338095,2.447619,23.47619,2911.809524,1.019395
5.724286,71.10619,84.50381,0.878095,0.830476,0.269048,0.231429,77.447143,49.198571,1.03381,0.093333,0.352381,2.3,22.047619,3086.52381,1.019515
5.852381,71.314286,84.468571,0.847619,0.804762,0.258095,0.224286,77.319048,51.037619,1.011429,0.09619,0.361905,2.333333,20.47619,3532.333333,1.018778
5.918095,72.070952,84.474286,0.836667,0.789048,0.24619,0.217619,77.154286,53.15381,1.002857,0.097619,0.338095,2.438095,16.52381,3318.52381,1.018803
5.932857,71.954762,84.517143,0.832857,0.793333,0.244762,0.215714,77.277619,53.04381,0.97381,0.095714,0.338095,2.738095,16.142857,2804.47619,1.018223
5.915238,69.710952,84.54,0.840952,0.803333,0.244286,0.216667,77.374762,52.101429,0.966667,0.09381,0.338095,2.695238,15.238095,2985.666667,1.017619
5.855294,65.767647,84.547647,0.859412,0.818235,0.249412,0.219412,77.412353,49.080588,0.972353,0.088824,0.364706,2.764706,17,2492.647059,1.016923
5.862,68.296,84.542,0.856,0.832,0.258,0.222,77.302,48.106,0.98,0.084,0.3,2.44,17.4,3230.8,1.018028
5.751905,74.185714,84.385238,0.883333,0.804762,0.247619,0.215714,77.008095,49.85619,0.959524,0.104286,0.338095,2.542857,17.666667,1026,1.026764
5.689048,75.971905,84.280476,0.942857,0.839048,0.254286,0.222857,77.07,44.881905,1.033333,0.102381,0.3,2.690476,19.904762,2514.095238,1.02954
5.535714,82.236667,84.355714,0.993333,0.851905,0.254762,0.227143,77.23,47.830952,1.094286,0.095714,0.32381,2.657143,15.904762,3124.761905,1.027145
5.69381,77.298095,84.319048,0.945238,0.835714,0.245238,0.222381,77.189048,50.07,1.050952,0.094762,0.37619,2.690476,13.047619,1996.619048,1.022841
5.664286,61.185714,84.348095,0.945714,0.828571,0.242857,0.223333,76.947143,50.135238,1.1,0.091429,0.319048,2.466667,14.238095,3024.714286,1.020461
5.660476,66.101905,84.533333,0.913333,0.825714,0.25381,0.225238,77.166667,49.694762,1.06381,0.090476,0.328571,2.395238,19.761905,3045.333333,1.019883
5.724762,70.85,84.501429,0.879048,0.829524,0.268095,0.231429,77.435714,49.182857,1.038571,0.093333,0.352381,2.338095,22.285714,3168.714286,1.019169
5.902381,72.311429,84.489524,0.838571,0.791429,0.249048,0.218571,77.205714,52.876667,1.005238,0.097619,0.338095,2.47619,16.952381,3371.761905,1.018525
5.906667,69.174762,84.544762,0.84381,0.805714,0.244762,0.217143,77.378571,51.732857,0.966667,0.093333,0.347619,2.766667,15.47619,2794.666667,1.017475
5.88,67.357143,84.555714,0.855714,0.831429,0.257143,0.221429,77.364286,48.254286,0.972857,0.085714,0.314286,2.585714,16.428571,2683.857143,1.017671
5.740952,74.886667,84.408095,0.886667,0.807143,0.248095,0.21619,77.009048,49.410476,0.959524,0.104286,0.333333,2.547619,17.428571,1236.809524,1.026626
5.66,76.414286,84.269048,0.959048,0.847143,0.255714,0.225238,77.07381,45.00381,1.050952,0.102381,0.304762,2.814286,18,2726.380952,1.029575
5.531905,83.18,84.364762,0.989524,0.850476,0.254286,0.227143,77.228095,48.068095,1.089524,0.095238,0.328571,2.638095,15.571429,2988.857143,1.026519
5.704286,74.970952,84.324286,0.940952,0.834762,0.24381,0.222381,77.137619,50.069524,1.049048,0.094762,0.37619,2.814286,12.285714,1883.095238,1.022581
5.649524,61.371429,84.365714,0.944286,0.827143,0.242857,0.22381,76.940952,50.146667,1.100952,0.091429,0.319048,2.452381,14.857143,3135,1.020841
5.65619,67.703333,84.539048,0.909524,0.828571,0.258095,0.226667,77.23619,49.65381,1.062381,0.09,0.328571,2.4,20.47619,2833,1.019615
5.727143,70.446667,84.497619,0.878095,0.827619,0.266667,0.230952,77.400952,49.242857,1.040476,0.093333,0.352381,2.352381,22.095238,3211.238095,1.019581
5.921429,72.39619,84.480476,0.835714,0.789048,0.24619,0.217143,77.184286,53.044286,0.998571,0.097143,0.338095,2.442857,16.047619,3255.142857,1.018865
5.897143,68.686667,84.532381,0.847143,0.808095,0.244762,0.217143,77.38381,51.466667,0.968095,0.092381,0.342857,2.8,15.47619,2569.714286,1.017495
5.88,69.1,84.56,0.853333,0.836667,0.263333,0.223333,77.226667,47.723333,0.976667,0.083333,0.3,2.166667,18.333333,4065.666667,1.018371
5.64381,76.715714,84.271905,0.965714,0.849524,0.25619,0.22619,77.057619,44.948095,1.057619,0.101905,0.295238,2.809524,18.333333,2729.761905,1.029465
5.701905,74.129048,84.315238,0.939524,0.83381,0.24381,0.222381,77.099524,50.06,1.049048,0.094762,0.361905,2.866667,12.428571,1858.904762,1.022008
5.657143,68.699048,84.537619,0.905714,0.829524,0.26,0.227619,77.271429,49.710952,1.058571,0.09,0.328571,2.419048,22,2761.333333,1.019286
5.93619,72.413333,84.469048,0.834286,0.790952,0.24619,0.217143,77.229048,53.179048,0.99381,0.097143,0.338095,2.490476,15.333333,3306.714286,1.018511
5.88,70.14,84.46,0.86,0.84,0.27,0.23,77.09,47.02,0.99,0.08,0.2,1.9,21,4243,1.02135
